,Total load,load_q
5/2/16 8:42,1.019038936,0.509519468
5/2/16 8:42,1.008099341,0.50404967
5/2/16 8:42,1.219555985,0.609777992
5/2/16 8:42,1.289350571,0.644675286
5/2/16 8:42,1.292258796,0.646129398
5/2/16 8:42,1.272040445,0.636020223
5/2/16 8:43,1.176766545,0.588383273
5/2/16 8:43,0.952568838,0.476284419
5/2/16 8:43,0.923902853,0.461951426
5/2/16 8:43,0.968493761,0.48424688
5/2/16 8:43,1.183414117,0.591707059
5/2/16 8:43,1.262761689,0.631380844
5/2/16 8:43,1.260684586,0.630342293
5/2/16 8:43,1.237559416,0.618779708
5/2/16 8:43,1.151148008,0.575574004
5/2/16 8:43,0.923625812,0.461812906
5/2/16 8:43,0.886375782,0.443187891
5/2/16 8:43,0.966693699,0.483346849
5/2/16 8:43,1.173166421,0.586583211
5/2/16 8:43,1.257361503,0.628680752
5/2/16 8:43,1.258330443,0.629165221
5/2/16 8:43,1.235759354,0.617879677
5/2/16 8:43,1.146716762,0.573358381
5/2/16 8:43,0.928888181,0.46444409
5/2/16 8:43,0.881390454,0.440695227
5/2/16 8:43,0.95658382,0.47829191
5/2/16 8:43,1.161395704,0.580697852
5/2/16 8:43,1.295996737,0.647998369
5/2/16 8:43,1.29461294,0.64730647
5/2/16 8:43,1.279379916,0.639689958
5/2/16 8:43,1.19476857,0.597384285
5/2/16 8:43,0.975416967,0.487708484
5/2/16 8:43,0.920856811,0.460428405
5/2/16 8:43,0.995774542,0.497887271
5/2/16 8:43,1.195045611,0.597522805
5/2/16 8:43,1.29461294,0.64730647
5/2/16 8:43,1.29807384,0.64903692
5/2/16 8:43,1.278548794,0.639274397
5/2/16 8:43,1.194630753,0.597315376
5/2/16 8:43,0.981787499,0.490893749
5/2/16 8:43,0.918917525,0.459458763
5/2/16 8:43,0.987603949,0.493801974
5/2/16 8:43,1.130375575,0.565187788
5/2/16 8:43,1.293781817,0.646890909
5/2/16 8:43,1.295996737,0.647998369
5/2/16 8:43,1.286719387,0.643359694
5/2/16 8:43,1.228695518,0.614347759
5/2/16 8:43,1.041749248,0.520874624
5/2/16 8:43,0.914902544,0.457451272
5/2/16 8:43,0.964200332,0.482100166
5/2/16 8:43,1.129129595,0.564564798
5/2/16 8:43,1.291427674,0.645713837
5/2/16 8:43,1.296273778,0.648136889
5/2/16 8:43,1.28173406,0.64086703
5/2/16 8:43,1.224541312,0.612270656
5/2/16 8:43,1.041749248,0.520874624
5/2/16 8:43,0.912686217,0.456343109
5/2/16 8:43,0.959631269,0.479815634
5/2/16 8:43,1.132591902,0.566295951
5/2/16 8:43,1.289765429,0.644882715
